hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids
HGNC:5758	IGKV1D-43	immunoglobulin kappa variable 1D-43	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2012-10-03	28891	ENSG00000242580	OTTHUMG00000151572	uc061lsd.1	X72817	NG_000833		A0A0B4J1Z2															IGKV1D-43								
HGNC:5766	IGKV1OR2-0	immunoglobulin kappa variable 1/OR2-0 (non-functional)	other	immunoglobulin gene	Approved	2p11.2	02p11.2	IGKV1/OR2-0			immunoglobulin kappa variable 1/OR2-0	Immunoglobulin kappa (IGK) orphons	352	2000-04-18		2008-09-11	2012-01-20	28867				Y08392																		IGKV1/OR2-0								
HGNC:5767	IGKV1OR2-108	immunoglobulin kappa variable 1/OR2-108 (non-functional)	other	immunoglobulin gene	Approved	2q12-q14	02q12-q14	"IGKV1/OR2-108|IGKV1OR2108|IGO1"	immunoglobulin orphon (transposed element) 1		immunoglobulin kappa variable 1/OR2-108	Immunoglobulin kappa (IGK) orphons	352	2000-04-18		2008-09-11	2013-12-06	28862	ENSG00000231292	OTTHUMG00000153338	uc061ndg.1	X51887				2114012					147185									IGKV1/OR2-108								
HGNC:5781	IGKV2-24	immunoglobulin kappa variable 2-24	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2014-11-19	28923	ENSG00000241294	OTTHUMG00000151655	uc061lqw.1	X12684	NG_000834		A0A0C4DH68															IGKV2-24								
HGNC:5783	IGKV2-28	immunoglobulin kappa variable 2-28	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2012-02-08	28921	ENSG00000244116	OTTHUMG00000151652	uc061lqy.1	X63397	NG_000834		A0A075B6P5															IGKV2-28								
HGNC:5784	IGKV2-29	immunoglobulin kappa variable 2-29 (gene/pseudogene)	other	immunoglobulin gene	Approved	2p11.2	02p11.2				immunoglobulin kappa variable 2-29	Immunoglobulin kappa locus at 2p11.2	351	2000-04-18		2008-09-12	2012-02-08	28920	ENSG00000253998	OTTHUMG00000151641		X63396	NG_000834		A2NJV5												PGOHUM00000240161			IGKV2-29								
HGNC:5785	IGKV2-30	immunoglobulin kappa variable 2-30	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2012-02-08	28919	ENSG00000243238	OTTHUMG00000151692	uc061lqz.1	X63403	NG_000834		P06310															IGKV2-30								
HGNC:5789	IGKV2-40	immunoglobulin kappa variable 2-40	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2015-02-02	28916	ENSG00000273962	OTTHUMG00000188265	uc061lrf.1	X59314	NG_000834		A0A087WW87															IGKV2-40								
HGNC:5797	IGKV2D-24	immunoglobulin kappa variable 2D-24 (non-functional)	other	immunoglobulin gene	Approved	2p11.2	02p11.2				immunoglobulin kappa variable 2D-24	Immunoglobulin kappa locus at 2p11.2	351	2000-04-18		2008-09-10	2012-02-08	28885	ENSG00000241566	OTTHUMG00000151618	uc061lrs.1	X63401	NG_000833																	IGKV2D-24								
HGNC:5798	IGKV2D-26	immunoglobulin kappa variable 2D-26	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2012-02-08	28884	ENSG00000211623	OTTHUMG00000151606	uc061lrr.1	X12689	NG_000833		A0A0A0MRZ7															IGKV2D-26								
HGNC:5799	IGKV2D-28	immunoglobulin kappa variable 2D-28	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2012-02-08	28883	ENSG00000242534	OTTHUMG00000151616	uc061lrp.1	X12691	NG_000833		P01615															IGKV2D-28								
HGNC:5800	IGKV2D-29	immunoglobulin kappa variable 2D-29	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2012-02-08	28882	ENSG00000243264	OTTHUMG00000151619	uc061lro.1	M31952	NG_000833		A0A075B6S2															IGKV2D-29								
HGNC:5801	IGKV2D-30	immunoglobulin kappa variable 2D-30	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2012-02-08	28881	ENSG00000239571	OTTHUMG00000151613	uc061lrn.1	X63402	NG_000833		A0A075B6S6															IGKV2D-30								
HGNC:5804	IGKV2D-40	immunoglobulin kappa variable 2D-40	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2012-02-08	28878	ENSG00000251039	OTTHUMG00000159963	uc061lrh.1	X59311	NG_000833		P01614															IGKV2D-40								
HGNC:5821	IGKV3-7	immunoglobulin kappa variable 3-7 (non-functional)	other	immunoglobulin gene	Approved	2p11.2	02p11.2				immunoglobulin kappa variable 3-7	Immunoglobulin kappa locus at 2p11.2	351	2000-04-18		2008-09-10	2012-02-08	28915	ENSG00000243063	OTTHUMG00000151636	uc061lqm.1	X02725	NG_000834																	IGKV3-7								
HGNC:5815	IGKV3-11	immunoglobulin kappa variable 3-11	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2012-02-08	28914	ENSG00000241351	OTTHUMG00000151633	uc061lqp.1	X01668	NG_000834		P04433															IGKV3-11								
HGNC:5816	IGKV3-15	immunoglobulin kappa variable 3-15	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2012-02-08	28913	ENSG00000244437	OTTHUMG00000151653	uc061lqr.1	M23090	NG_000834		P01624															IGKV3-15								
HGNC:5817	IGKV3-20	immunoglobulin kappa variable 3-20	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2012-02-08	28912	ENSG00000239951	OTTHUMG00000151639	uc061lqu.1	X12686	NG_000834		P01619															IGKV3-20								
HGNC:5829	IGKV3D-7	immunoglobulin kappa variable 3D-7	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2015-01-20	28877	ENSG00000228325	OTTHUMG00000184555	uc061lsf.1	X72820	NG_000833		A0A0C4DH55															IGKV3D-7								
HGNC:5823	IGKV3D-11	immunoglobulin kappa variable 3D-11	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2014-11-19	28876	ENSG00000211632	OTTHUMG00000151563	uc032nuq.2	X17264	NG_000833		A0A0A0MRZ8															IGKV3D-11								
HGNC:5824	IGKV3D-15	immunoglobulin kappa variable 3D-15 (gene/pseudogene)	other	immunoglobulin gene	Approved	2p11.2	02p11.2				immunoglobulin kappa variable 3D-15	Immunoglobulin kappa locus at 2p11.2	351	2000-04-18		2008-09-12	2012-02-08	28875	ENSG00000224041	OTTHUMG00000151568	uc061lry.1	X72815	NG_000833		A0A087WSY6															IGKV3D-15								
HGNC:5825	IGKV3D-20	immunoglobulin kappa variable 3D-20	other	immunoglobulin gene	Approved	2p11.2	02p11.2					Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2012-02-08	28874	ENSG00000211625	OTTHUMG00000151615	uc061lru.1	X12687	NG_000833		A0A0C4DH25															IGKV3D-20								
HGNC:5830	IGKV3OR2-268	immunoglobulin kappa variable 3/OR2-268 (non-functional)	other	immunoglobulin gene	Approved	2p12	02p12	"IGKV3/OR2-268|IGKV3/OR2-268A"		"IGKV268|IGKV3OR2-268A"	immunoglobulin kappa variable 3/OR2-268	Immunoglobulin kappa (IGK) orphons	352	2000-04-18		2008-09-10	2013-12-06	3523	ENSG00000233999	OTTHUMG00000153256	uc021vkj.3	X74459				7959772		RGD:2318882												IGKV3/OR2-268								
HGNC:5834	IGKV4-1	immunoglobulin kappa variable 4-1	other	immunoglobulin gene	Approved	2p11.2	02p11.2	"IGKV41|B3"				Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2014-11-19	28908	ENSG00000211598	OTTHUMG00000151533	uc061lqi.1	Z00023	NG_000834		P06312			RGD:2320951												IGKV4-1								
HGNC:5835	IGKV5-2	immunoglobulin kappa variable 5-2	other	immunoglobulin gene	Approved	2p11.2	02p11.2	"IGKV52|B2"				Immunoglobulin kappa locus at 2p11.2	351	2000-04-18			2012-02-10	28907	ENSG00000211599	OTTHUMG00000151535	uc061lqj.1	X02485	NG_000834		P06315															IGKV5-2								
HGNC:5836	IGKV6-21	immunoglobulin kappa variable 6-21 (non-functional)	other	immunoglobulin gene	Approved	2p11.2	02p11.2	"IGKV621|A26"			immunoglobulin kappa variable 6-21	Immunoglobulin kappa locus at 2p11.2	351	2000-04-18		2008-09-10	2012-02-10	28906	ENSG00000211611	OTTHUMG00000151654	uc061lqv.1	X63399	NG_000834		A0A0C4DH24															IGKV6-21								
HGNC:5837	IGKV6D-21	immunoglobulin kappa variable 6D-21 (non-functional)	other	immunoglobulin gene	Approved	2p11.2	02p11.2	"IGKV6D21|A10"			immunoglobulin kappa variable 6D-21	Immunoglobulin kappa locus at 2p11.2	351	2000-04-18		2008-09-10	2012-02-10	28870	ENSG00000225523	OTTHUMG00000151608	uc061lrt.1	X12683	NG_000833		A0A0A0MT36															IGKV6D-21								
HGNC:5838	IGKV6D-41	immunoglobulin kappa variable 6D-41 (non-functional)	other	immunoglobulin gene	Approved	2p11.2	02p11.2				immunoglobulin kappa variable 6D-41	Immunoglobulin kappa locus at 2p11.2	351	2000-04-18		2008-09-10	2012-02-10	28869	ENSG00000211626	OTTHUMG00000151621	uc061lrv.1	X12688	NG_000833					RGD:2319042												IGKV6D-41								
HGNC:5855	IGLC1	immunoglobulin lambda constant 1	other	immunoglobulin gene	Approved	22q11.22	22q11.22			IGLC	immunoglobulin lambda constant 1 (Mcg marker)	Immunoglobulin lambda locus at 22q11.2	353	2001-06-22		2016-06-13	2016-10-05	3537	ENSG00000211675	OTTHUMG00000151218	uc062cdy.1	J00252	NG_000002		P0CG04				IMGT; the international ImMunoGeneTics information system ®|http://www.imgt.org		147220									IGLC1								
HGNC:5856	IGLC2	immunoglobulin lambda constant 2	other	immunoglobulin gene	Approved	22q11.22	22q11.22			IGLC	immunoglobulin lambda constant 2 (Kern-Oz- marker)	Immunoglobulin lambda locus at 22q11.2	353	1989-05-29		2016-06-13	2016-10-05	3538	ENSG00000211677	OTTHUMG00000151214	uc062cea.1	J00253	NG_000002		P0DOY2															IGLC2								
HGNC:5857	IGLC3	immunoglobulin lambda constant 3 (Kern-Oz+ marker)	other	immunoglobulin gene	Approved	22q11.22	22q11.22			IGLC		Immunoglobulin lambda locus at 22q11.2	353	1989-05-29			2016-10-05	3539	ENSG00000211679	OTTHUMG00000151217	uc062cec.1	J00254	NG_000002		P0DOY3															IGLC3								
HGNC:5860	IGLC6	immunoglobulin lambda constant 6 (gene/pseudogene)	other	immunoglobulin gene	Approved	22q11.22	22q11.22			IGLC	immunoglobulin lambda constant 6 (Kern+Oz- marker)	Immunoglobulin lambda locus at 22q11.2	353	1986-01-01		2016-06-13	2016-10-05	3542	ENSG00000222037	OTTHUMG00000151165		J03011	NG_000002		P0CF74															IGLC6								
HGNC:5861	IGLC7	immunoglobulin lambda constant 7	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28834	ENSG00000211685	OTTHUMG00000151017	uc062ceh.1	X51755	NG_000002		A0M8Q6															IGLC7								
HGNC:5863	IGLJ1	immunoglobulin lambda joining 1	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28833	ENSG00000211674	OTTHUMG00000151225	uc062cdx.1	X04457	NG_000002		A0A0A0MT76															IGLJ1								
HGNC:5864	IGLJ2	immunoglobulin lambda joining 2	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28832	ENSG00000211676	OTTHUMG00000151243	uc062cdz.1	M15641	NG_000002																	IGLJ2								
HGNC:5865	IGLJ3	immunoglobulin lambda joining 3	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28831	ENSG00000211678	OTTHUMG00000151220	uc062ceb.1	M15642	NG_000002																	IGLJ3								
HGNC:5866	IGLJ4	immunoglobulin lambda joining 4 (non-functional)	other	immunoglobulin gene	Approved	22q11.22	22q11.22				immunoglobulin lambda joining 4	Immunoglobulin lambda locus at 22q11.2	353	2000-05-08		2008-09-15	2016-10-05	28830	ENSG00000211680	OTTHUMG00000151184	uc062ced.1	X51755	NG_000002																	IGLJ4								
HGNC:5867	IGLJ5	immunoglobulin lambda joining 5 (non-functional)	other	immunoglobulin gene	Approved	22q11.22	22q11.22				immunoglobulin lambda joining 5	Immunoglobulin lambda locus at 22q11.2	353	2000-05-08		2008-09-15	2016-10-05	28829	ENSG00000211681	OTTHUMG00000151170	uc062cee.1	X51755	NG_000002																	IGLJ5								
HGNC:5868	IGLJ6	immunoglobulin lambda joining 6	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28828	ENSG00000211682	OTTHUMG00000151181	uc062cef.1	M18338	NG_000002																	IGLJ6								
HGNC:5869	IGLJ7	immunoglobulin lambda joining 7	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28827	ENSG00000211684	OTTHUMG00000151167	uc062ceg.1	X51755	NG_000002																	IGLJ7								
HGNC:5876	IGLV1-36	immunoglobulin lambda variable 1-36	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28826	ENSG00000211655	OTTHUMG00000151074	uc062cbx.1	Z73653	NG_000002		A0A0B4J1U3															IGLV1-36								
HGNC:5877	IGLV1-40	immunoglobulin lambda variable 1-40	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28825	ENSG00000211653	OTTHUMG00000151072	uc062cbv.1	M94116	NG_000002		P01703															IGLV1-40								
HGNC:5879	IGLV1-44	immunoglobulin lambda variable 1-44	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28823	ENSG00000211651	OTTHUMG00000151050	uc062cbt.1	Z73654	NG_000002		P01699															IGLV1-44								
HGNC:5880	IGLV1-47	immunoglobulin lambda variable 1-47	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28822	ENSG00000211648	OTTHUMG00000151048	uc062cbq.1	Z73663	NG_000002		P01700															IGLV1-47								
HGNC:5881	IGLV1-50	immunoglobulin lambda variable 1-50 (non-functional)	other	immunoglobulin gene	Approved	22q11.22	22q11.22				immunoglobulin lambda variable 1-50	Immunoglobulin lambda locus at 22q11.2	353	2000-05-08		2008-09-15	2016-10-05	28821	ENSG00000211645	OTTHUMG00000151051	uc062cbn.1	M94112	NG_000002																	IGLV1-50								
HGNC:5882	IGLV1-51	immunoglobulin lambda variable 1-51	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28820	ENSG00000211644	OTTHUMG00000151035	uc062cbm.1	Z73661	NG_000002		P01701															IGLV1-51								
HGNC:5895	IGLV2-8	immunoglobulin lambda variable 2-8	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2015-02-02	28817	ENSG00000278196	OTTHUMG00000151240	uc021wmp.2	X97462	NG_000002		P01709															IGLV2-8								
HGNC:5887	IGLV2-11	immunoglobulin lambda variable 2-11	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28816	ENSG00000211668	OTTHUMG00000151236	uc062cdg.1	Z73657	NG_000002		P01706															IGLV2-11								
HGNC:5888	IGLV2-14	immunoglobulin lambda variable 2-14	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28815	ENSG00000211666	OTTHUMG00000151235	uc062cdd.1	Z73664	NG_000002		P01704															IGLV2-14								
HGNC:5889	IGLV2-18	immunoglobulin lambda variable 2-18	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28814	ENSG00000211664	OTTHUMG00000151232	uc062ccz.1	Z73642	NG_000002		A0A075B6J9															IGLV2-18								
HGNC:5890	IGLV2-23	immunoglobulin lambda variable 2-23	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28813	ENSG00000211660	OTTHUMG00000151234	uc062cct.1	X14616	NG_000002		P01705															IGLV2-23								
HGNC:5892	IGLV2-33	immunoglobulin lambda variable 2-33 (non-functional)	other	immunoglobulin gene	Approved	22q11.22	22q11.22				immunoglobulin lambda variable 2-33	Immunoglobulin lambda locus at 22q11.2	353	2000-05-08		2008-09-15	2016-10-05	28811	ENSG00000211656	OTTHUMG00000151178	uc062ccj.1	Z73643	NG_000002																	IGLV2-33								
HGNC:5896	IGLV3-1	immunoglobulin lambda variable 3-1	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28809	ENSG00000211673	OTTHUMG00000151224	uc062cdo.1	X57826	NG_000002		P01715															IGLV3-1								
HGNC:5918	IGLV3-9	immunoglobulin lambda variable 3-9 (gene/pseudogene)	other	immunoglobulin gene	Approved	22q11.22	22q11.22				immunoglobulin lambda variable 3-9	Immunoglobulin lambda locus at 22q11.2	353	2000-05-08		2008-09-12	2016-10-05	28804	ENSG00000211670	OTTHUMG00000151239	uc062cdi.1	X97473	NG_000002		A0A075B6K5															IGLV3-9								
HGNC:5897	IGLV3-10	immunoglobulin lambda variable 3-10	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28803	ENSG00000211669	OTTHUMG00000151237	uc062cdh.1	X97464	NG_000002		A0A075B6K4															IGLV3-10								
HGNC:5898	IGLV3-12	immunoglobulin lambda variable 3-12	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28802	ENSG00000211667	OTTHUMG00000151233	uc062cde.1	Z73658	NG_000002		A0A075B6K2															IGLV3-12								
HGNC:5901	IGLV3-16	immunoglobulin lambda variable 3-16	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28799	ENSG00000211665	OTTHUMG00000151231	uc062cdb.1	X97471	NG_000002		A0A075B6K0															IGLV3-16								
HGNC:5903	IGLV3-19	immunoglobulin lambda variable 3-19	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28797	ENSG00000211663	OTTHUMG00000151226	uc062ccx.1	X56178	NG_000002		P01714															IGLV3-19								
HGNC:5905	IGLV3-21	immunoglobulin lambda variable 3-21	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28796	ENSG00000211662	OTTHUMG00000151213	uc062ccw.1	X71966	NG_000002		P80748															IGLV3-21								
HGNC:5906	IGLV3-22	immunoglobulin lambda variable 3-22 (gene/pseudogene)	other	immunoglobulin gene	Approved	22q11.22	22q11.22				immunoglobulin lambda variable 3-22	Immunoglobulin lambda locus at 22q11.2	353	2000-05-08		2008-09-12	2016-10-05	28795	ENSG00000211661	OTTHUMG00000151229	uc062ccv.1	Z73666	NG_000002		A0A075B6J6															IGLV3-22								
HGNC:5908	IGLV3-25	immunoglobulin lambda variable 3-25	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28793	ENSG00000211659	OTTHUMG00000151221	uc062ccr.1	X97474	NG_000002		P01717															IGLV3-25								
HGNC:5910	IGLV3-27	immunoglobulin lambda variable 3-27	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28791	ENSG00000211658	OTTHUMG00000151171	uc062ccq.1	D86994	NG_000002		P01718															IGLV3-27								
HGNC:5914	IGLV3-32	immunoglobulin lambda variable 3-32 (non-functional)	other	immunoglobulin gene	Approved	22q11.22	22q11.22				immunoglobulin lambda variable 3-32	Immunoglobulin lambda locus at 22q11.2	353	2000-05-08		2008-09-15	2016-10-05	28787	ENSG00000211657	OTTHUMG00000151166	uc062cck.1	Z73645	NG_000002																	IGLV3-32								
HGNC:5919	IGLV4-3	immunoglobulin lambda variable 4-3	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28786	ENSG00000211672	OTTHUMG00000151244	uc062cdn.1	X57828	NG_000002		A0A075B6K6															IGLV4-3								
HGNC:5920	IGLV4-60	immunoglobulin lambda variable 4-60	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28785	ENSG00000211639	OTTHUMG00000150851	uc062cbd.1	Z73667	NG_000002		A0A075B6I1															IGLV4-60								
HGNC:5921	IGLV4-69	immunoglobulin lambda variable 4-69	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28784	ENSG00000211637	OTTHUMG00000150857	uc062cba.1	Z73648	NG_000002		A0A075B6H9															IGLV4-69								
HGNC:5922	IGLV5-37	immunoglobulin lambda variable 5-37	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28783	ENSG00000211654	OTTHUMG00000151069	uc062cbw.1	Z73672	NG_000002		A0A075B6J1															IGLV5-37								
HGNC:5924	IGLV5-45	immunoglobulin lambda variable 5-45	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28781	ENSG00000211650	OTTHUMG00000151054	uc062cbs.1	Z73670	NG_000002		A0A087WSX0															IGLV5-45								
HGNC:5925	IGLV5-48	immunoglobulin lambda variable 5-48 (non-functional)	other	immunoglobulin gene	Approved	22q11.22	22q11.22				immunoglobulin lambda variable 5-48	Immunoglobulin lambda locus at 22q11.2	353	2000-05-08		2008-09-15	2016-10-05	28780	ENSG00000211647	OTTHUMG00000151041	uc062cbp.1	Z73649	NG_000002																	IGLV5-48								
HGNC:5926	IGLV5-52	immunoglobulin lambda variable 5-52	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28779	ENSG00000211643	OTTHUMG00000151049	uc062cbl.1	Z73669	NG_000002		A0A0A0MRZ9															IGLV5-52								
HGNC:5927	IGLV6-57	immunoglobulin lambda variable 6-57	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28778	ENSG00000211640	OTTHUMG00000150996	uc062cbe.1	Z73673	NG_000002		P01721			RGD:6484476												IGLV6-57								
HGNC:5929	IGLV7-43	immunoglobulin lambda variable 7-43	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28776	ENSG00000211652	OTTHUMG00000151053	uc062cbu.1	X14614	NG_000002		P04211															IGLV7-43								
HGNC:5930	IGLV7-46	immunoglobulin lambda variable 7-46 (gene/pseudogene)	other	immunoglobulin gene	Approved	22q11.22	22q11.22				immunoglobulin lambda variable 7-46	Immunoglobulin lambda locus at 22q11.2	353	2000-05-08		2008-09-12	2016-10-05	28775	ENSG00000211649	OTTHUMG00000151040	uc062cbr.1	Z73674	NG_000002		A0A075B6I9															IGLV7-46								
HGNC:5931	IGLV8-61	immunoglobulin lambda variable 8-61	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28774	ENSG00000211638	OTTHUMG00000150844	uc062cbc.1	Z73650	NG_000002		A0A075B6I0															IGLV8-61								
HGNC:5933	IGLV9-49	immunoglobulin lambda variable 9-49	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28773	ENSG00000223350	OTTHUMG00000151045	uc062cbo.1	Z73675	NG_000002		A0A0B4J1Y8															IGLV9-49								
HGNC:5884	IGLV10-54	immunoglobulin lambda variable 10-54	other	immunoglobulin gene	Approved	22q11.22	22q11.22					Immunoglobulin lambda locus at 22q11.2	353	2000-05-08			2016-10-05	28772	ENSG00000211642	OTTHUMG00000150993	uc032qho.2	Z73676	NG_000002		A0A075B6I4															IGLV10-54								
HGNC:5886	IGLV11-55	immunoglobulin lambda variable 11-55 (non-functional)	other	immunoglobulin gene	Approved	22q11.22	22q11.22				immunoglobulin lambda variable 11-55	Immunoglobulin lambda locus at 22q11.2	353	2000-05-08		2008-09-15	2016-10-05	28770	ENSG00000211641	OTTHUMG00000150995	uc062cbf.1	D86996	NG_000002																	IGLV11-55								
HGNC:41995	INMT-MINDY4	INMT-MINDY4 readthrough (NMD candidate)	other	readthrough	Approved	7p14.3	07p14.3			INMT-FAM188B	INMT-FAM188B readthrough (NMD candidate)			2011-05-31	2017-01-31	2017-01-31	2017-01-31	100526825	ENSG00000254959	OTTHUMG00000022897	uc064con.1		NR_037598.1																									
HGNC:49199	INO80B-WBP1	INO80B-WBP1 readthrough (NMD candidate)	other	readthrough	Approved	2p13.1	02p13.1							2013-09-30		2013-09-30	2015-07-22	100532735	ENSG00000274049	OTTHUMG00000187278			NR_037849																									
HGNC:33527	INS-IGF2	INS-IGF2 readthrough	other	readthrough	Approved	11p15.5	11p15.5							2011-03-23			2014-11-19	723961	ENSG00000129965	OTTHUMG00000166213	uc001lvm.4	DQ104205	NM_001042376.2	CCDS41598	F8WCM5	16531418		RGD:2915		INS-IGF2																		
HGNC:38842	IQCJ-SCHIP1	IQCJ-SCHIP1 readthrough	other	readthrough	Approved	3q25.32-q25.33	03q25.32-q25.33							2010-10-11			2018-02-13	100505385	ENSG00000283154	OTTHUMG00000162426	uc003fcs.3		NM_001197113	"CCDS56289|CCDS56291"	B3KU38		MGI:5439400			IQCJ-SCHIP1																		
